X,A,y
1.234,1,22.345
-0.678,0,10.678
0.567,1,19.678
-1.345,0,9.876
0.89,1,20.89
1.5,1,24.678
-0.789,0,10.456
0.234,1,17.89
-1.234,0,9.543
0.678,1,19.89
1.345,1,22.456
-0.456,0,11.234
0.678,1,20.345
-1.012,0,9.876
0.89,1,19.678
1.456,1,24.123
-0.678,0,10.123
0.345,1,18.234
-1.5,0,8.432
0.789,1,20.678
1.234,1,22.89
-0.789,0,10.456
0.567,1,19.89
-1.234,0,9.876
0.678,1,18.456
1.345,1,23.567
-0.345,0,11.89
0.89,1,20.123
-1.012,0,9.543
0.123,1,16.789
1.234,1,22.345
-0.678,0,10.678
0.456,1,18.765
-1.345,0,8.765
0.678,1,19.678
1.5,1,24.678
-0.789,0,10.456
0.234,1,17.89
-1.234,0,9.876
0.89,1,20.123
1.345,1,22.456
-0.456,0,11.234
0.678,1,20.345
-1.012,0,9.234
0.123,1,16.789
1.234,1,22.89
-0.678,0,10.678
0.89,1,19.89
-1.345,0,9.876
0.567,1,18.456
1.456,1,24.123
-0.345,0,11.89
0.678,1,19.678
-1.5,0,8.432
0.789,1,20.678
1.234,1,22.345
-0.789,0,10.456
0.89,1,20.123
-1.234,0,9.543
0.456,1,18.765
1.345,1,23.567
-0.678,0,10.678
0.234,1,17.89
-1.012,0,9.876
0.678,1,19.89
1.5,1,24.678
-0.789,0,10.123
0.89,1,19.234
-1.345,0,9.876
0.567,1,18.456
1.234,1,22.89
-0.345,0,11.89
0.678,1,20.345
-1.5,0,8.432
0.789,1,20.678
1.345,1,23.456
-0.789,0,10.456
0.234,1,17.89
-1.234,0,9.543
0.678,1,19.89
1.456,1,24.123
-0.678,0,10.678
0.89,1,20.123
-1.012,0,9.876
0.123,1,16.789
1.234,1,22.345
-0.678,0,10.678
0.567,1,19.678
-1.345,0,9.876
0.89,1,20.89
1.5,1,24.678
-0.789,0,10.456
0.234,1,17.89
-1.234,0,9.543
0.678,1,19.89
1.345,1,22.456
-0.456,0,11.234
0.678,1,20.345
-1.012,0,9.876
0.89,1,19.678
1.456,1,24.123
-0.678,0,10.123
0.345,1,18.234
-1.5,0,8.432
0.789,1,20.678
1.234,1,22.89
-0.789,0,10.456
0.567,1,19.89
-1.234,0,9.876
0.678,1,18.456
1.345,1,23.567
-0.345,0,11.89
0.89,1,20.123
-1.012,0,9.543
0.123,1,16.789
1.234,1,22.345
-0.678,0,10.678
0.456,1,18.765
-1.345,0,8.765
0.678,1,19.678
1.5,1,24.678
-0.789,0,10.456
0.234,1,17.89
-1.234,0,9.876
0.89,1,20.123
1.345,1,22.456
-0.456,0,11.234
0.678,1,20.345
-1.012,0,9.234
0.123,1,16.789
1.234,1,22.89
-0.678,0,10.678
0.89,1,19.89
-1.345,0,9.876
0.567,1,18.456
1.456,1,24.123
-0.345,0,11.89
0.678,1,19.678
-1.5,0,8.432
0.789,1,20.678
1.234,1,22.345
-0.789,0,10.456
0.89,1,20.123
-1.234,0,9.543
0.456,1,18.765
1.345,1,23.567
-0.678,0,10.678
-0.123,1,7.456
0.456,0,3.789
-1.234,1,6.123
0.789,1,8.456
-0.567,0,4.321
1.234,1,9.876
-0.345,0,3.456
0.678,1,7.89
-1.456,0,2.345
0.123,1,5.678
1.345,1,10.234
-0.789,0,3.89
0.234,1,6.789
-0.678,0,4.567
1.456,1,11.345
-0.234,0,3.123
0.345,1,7.456
-1.345,0,2.678
0.567,1,8.123
-0.456,0,3.89
1.234,1,10.567
-0.678,0,4.234
0.789,1,9.012
-1.234,0,2.456
0.123,1,5.89
1.456,1,11.678
-0.345,0,3.567
0.678,1,7.89
-0.789,0,4.123
0.234,1,6.456
-1.456,0,2.789
1.345,1,10.89
-0.567,0,3.234
0.456,1,8.456
-0.123,0,4.678
1.234,1,9.345
-0.678,0,3.89
0.789,1,7.123
-1.345,0,2.345
0.345,1,6.789
-0.456,0,4.567
1.456,1,11.234
-0.234,0,3.678
0.678,1,8.012
-1.234,0,2.456
0.123,1,5.678
1.345,1,10.123
-0.789,0,3.89
0.234,1,6.345
-0.567,0,4.89
1.456,1,11.456
-0.345,0,3.123
0.456,1,7.89
-0.678,0,4.234
1.234,1,9.678
-1.456,0,2.789
0.789,1,8.456
-0.123,0,3.567
0.345,1,6.789
-1.345,0,2.678
1.456,1,11.89
-0.234,0,3.456
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.89
1.345,1,10.234
-0.567,0,3.89
0.456,1,8.678
-0.345,0,4.123
1.234,1,9.456
-1.234,0,2.345
0.789,1,7.89
-0.678,0,4.678
0.234,1,6.123
-1.456,0,2.789
1.345,1,10.567
-0.123,0,3.234
0.678,1,8.456
-0.789,0,4.89
0.345,1,6.789
-1.345,0,2.678
1.456,1,11.234
-0.234,0,3.567
0.456,1,7.89
-0.678,0,4.123
1.234,1,9.678
-1.456,0,2.345
0.789,1,8.012
-0.567,0,3.89
0.123,1,5.678
1.345,1,10.89
-0.345,0,3.456
0.678,1,7.123
-0.789,0,4.567
0.234,1,6.789
-1.234,0,2.678
1.456,1,11.456
-0.123,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.345,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-1.345,0,2.678
1.345,1,10.89
-0.234,0,3.567
0.678,1,7.123
-0.789,0,4.567
0.123,1,5.678
1.456,1,11.456
-0.345,0,3.89
0.456,1,8.678
-0.678,0,4.234
1.234,1,9.345
-1.234,0,2.789
0.789,1,7.89
-0.567,0,3.123
0.345,1,6.456
-1.456,0,2.678
1.345,1,10.567
-0.234,0,3.89
0.678,1,8.012
-0.789,0,4.678
0.123,1,5.89
1.234,1,9.678
-0.345,0,3.456
0.456,1,7.89
-0.678,0,4.123
1.456,1,11.234
-1.234,0,2.345
0.789,1,8.456
-0.567,0,3.89
0.234,1,6.789
-0.123,1,5.678
0.456,0,3.234
1.234,1,8.456
-1.234,0,2.345
0.789,1,7.89
-0.456,0,4.123
1.123,1,9.012
-0.789,0,3.456
0.345,1,6.789
-1.456,0,2.678
0.567,1,7.123
-0.678,0,3.89
1.345,1,8.789
-0.234,0,4.567
0.123,1,5.89
-1.345,0,2.456
0.678,1,7.456
-0.567,0,3.234
1.456,1,9.345
-0.345,0,4.89
0.789,1,6.678
-1.123,0,2.789
0.234,1,5.678
-0.456,0,3.456
1.234,1,8.123
-0.678,0,2.345
0.567,1,7.89
-1.234,0,4.123
0.345,1,6.789
-0.789,0,3.678
1.123,1,9.012
-0.123,0,2.678
0.456,1,5.89
-1.456,0,3.456
0.678,1,7.123
-0.345,0,4.567
1.345,1,8.456
-0.567,0,2.789
0.789,1,6.89
-1.123,0,3.234
0.234,1,5.678
-0.678,0,4.89
1.456,1,9.345
-0.123,0,2.456
0.567,1,7.89
-1.234,0,3.678
0.345,1,6.123
-0.789,0,4.567
1.123,1,8.789
-0.456,0,2.345
0.789,1,5.678
-1.456,0,3.89
0.678,1,7.456
-0.345,0,4.123
1.234,1,9.012
-0.678,0,2.678
0.456,1,6.789
-1.123,0,3.456
0.234,1,5.89
-0.567,0,4.89
1.345,1,8.123
-0.789,0,2.789
0.678,1,7.89
-1.234,0,3.234
0.345,1,6.678
-0.456,0,4.567
1.123,1,9.345
-0.123,0,2.456
0.567,1,5.678
-1.456,0,3.678
0.789,1,6.89
-0.678,0,4.123
1.234,1,8.456
-0.345,0,2.345
0.456,1,7.123
-1.123,0,3.89
0.678,1,5.89
-0.789,0,4.567
1.345,1,9.012
-0.567,0,2.678
0.234,1,6.789
-1.234,0,3.456
0.345,1,5.678
-0.456,0,4.89
1.123,1,8.123
-0.678,0,2.789
0.789,1,7.89
-1.456,0,3.234
0.567,1,6.678
-0.345,0,4.567
1.234,1,9.345
-0.123,0,2.456
0.456,1,5.89
-1.123,0,3.678
0.678,1,7.123
-0.789,0,4.89
1.345,1,8.456
-0.567,0,2.345
0.789,1,6.789
-1.234,0,3.89
0.345,1,5.678
-0.456,0,4.567
1.123,1,9.012
-0.678,0,2.678
0.567,1,7.89
-1.456,0,3.456
0.234,1,5.89
-0.345,0,4.89
1.234,1,8.123
-0.789,0,2.789
0.678,1,6.678
-1.123,0,3.234
0.456,1,5.678
-0.567,0,4.567
1.345,1,9.345
-0.123,0,2.456
0.789,1,7.89
-1.234,0,3.678
0.345,1,6.123
-0.456,0,4.89
1.123,1,8.456
-0.678,0,2.345
0.567,1,5.89
-1.456,0,3.89
0.678,1,7.123
-0.345,0,4.567
1.234,1,9.012
-0.123,0,2.678
0.456,1,6.789
-1.123,0,3.456
0.789,1,5.678
-0.567,0,4.89
1.345,1,8.123
-0.789,0,2.789
0.678,1,7.89
-1.234,0,3.234
0.345,1,6.678
-0.456,0,4.567
1.123,1,9.345
-0.123,0,2.456
0.567,1,5.89
-1.456,0,3.678
0.789,1,6.89
-0.678,0,4.123
1.234,1,8.456
-0.345,0,2.345
0.456,1,7.123
-1.123,0,3.89
0.678,1,5.89
-0.789,0,4.567
1.345,1,9.012
-0.567,0,2.678
0.234,1,6.789
-1.234,0,3.456
0.345,1,5.678
-0.456,0,4.89
1.123,1,8.123
-0.678,0,2.789
0.789,1,7.89
-1.456,0,3.234
0.567,1,6.678
-0.345,0,4.567
1.234,1,9.345
-0.123,0,2.456
0.456,1,5.89
-1.123,0,3.678
0.678,1,7.123
-0.789,0,4.89
1.345,1,8.456
-0.567,0,2.345
0.789,1,6.789
-1.234,0,3.89
0.345,1,5.678
-0.456,0,4.567
1.123,1,9.012
-0.678,0,2.678
0.567,1,7.89
-1.456,0,3.456
0.234,1,5.89
-0.345,0,4.89
1.234,1,8.123
-0.789,0,2.789
0.678,1,6.678
-1.123,0,3.234
0.456,1,5.678
-0.567,0,4.567
1.345,1,9.345
-0.123,0,2.456
0.789,1,7.89
-1.234,0,3.678
0.345,1,6.123
-0.456,0,4.89
1.123,1,8.456
-0.678,0,2.345
0.567,1,5.89
-1.456,0,3.89
0.678,1,7.123
-0.345,0,4.567
1.234,1,9.012
-0.123,0,2.678
0.456,1,6.789
-1.123,0,3.456
0.789,1,5.678
-0.567,0,4.89
1.345,1,8.123
-0.789,0,2.789
0.678,1,7.89
-1.234,0,3.234
0.345,1,6.678
-0.456,0,4.567
1.123,1,9.345
-0.123,0,2.456
0.567,1,5.89
-1.456,0,3.678
0.789,1,6.89
-0.678,0,4.123
1.234,1,8.456
-0.345,0,2.345
0.456,1,7.123
-1.123,0,3.89
0.678,1,5.89
-0.789,0,4.567
1.345,1,9.012
-0.567,0,2.678
0.234,1,6.789
-1.234,0,3.456
0.345,1,5.678
-0.456,0,4.89
1.123,1,8.123
-0.678,0,2.789
0.789,1,7.89
-1.456,0,3.234
0.567,1,6.678
-0.345,0,4.567
1.234,1,9.345
-0.123,0,2.456
0.456,1,5.89
-1.123,0,3.678
0.678,1,7.123
-0.789,0,4.89
1.345,1,8.456
-0.567,0,2.345
0.789,1,6.789
-1.234,0,3.89
0.345,1,5.678
-0.456,0,4.567
1.123,1,9.012
-0.678,0,2.678
0.567,1,7.89
-1.456,0,3.456
0.234,1,5.89
-0.345,0,4.89
1.234,1,8.123
-0.789,0,2.789
0.678,1,6.678
-1.123,0,3.234
0.456,1,5.678
-0.567,0,4.567
1.345,1,9.345
-0.123,0,2.456
0.789,1,7.89
-1.234,0,3.678
0.345,1,6.123
-0.456,0,4.89
1.123,1,8.456
-0.678,0,2.345
0.567,1,5.89
-1.456,0,3.89
0.678,1,7.123
-0.345,0,4.567
1.234,1,9.012
-0.123,0,2.678
0.456,1,6.789
-1.123,0,3.456
0.789,1,5.678
-0.567,0,4.89
1.345,1,8.123
-0.789,0,2.789
0.678,1,7.89
-1.234,0,3.234
0.345,1,6.678
-0.456,0,4.567
1.123,1,9.345
-0.123,0,2.456
0.567,1,5.89
-1.456,0,3.678
0.789,1,6.89
-0.678,0,4.123
1.234,1,8.456
-0.345,0,2.345
0.456,1,7.123
-1.123,0,3.89
0.678,1,5.89
-0.789,0,4.567
1.345,1,9.012
-0.567,0,2.678
0.234,1,6.789
-1.234,0,3.456
0.345,1,5.678
-0.456,0,4.89
-0.123,1,5.678
0.456,0,3.234
-1.234,1,6.789
0.789,0,4.567
-0.456,1,5.123
1.234,0,4.89
-0.789,1,6.456
0.123,0,3.678
-1.456,1,7.89
0.345,0,4.234
1.123,1,8.567
-0.678,0,3.89
0.567,1,5.345
-0.345,0,3.456
1.456,1,8.123
-1.123,0,4.678
0.234,1,5.89
-0.567,0,3.234
1.345,1,7.678
-0.234,0,4.123
0.678,1,6.789
-1.345,0,4.89
0.89,1,7.123
-0.89,0,3.567
1.5,1,8.456
-0.123,0,3.89
0.456,1,5.678
-1.234,0,4.567
0.789,1,6.89
-0.456,0,3.456
1.234,1,7.123
-0.789,0,4.89
0.123,1,5.234
-1.456,0,3.678
0.345,1,6.567
1.123,0,4.234
-0.678,1,5.89
0.567,0,3.789
-0.345,1,6.123
1.456,0,4.678
-1.123,1,7.89
0.234,0,3.456
-0.567,1,5.678
1.345,0,4.89
-0.234,1,6.789
0.678,0,3.234
-1.345,1,8.123
0.89,0,4.567
-0.123,1,5.456
0.456,0,3.89
-1.234,1,7.678
0.789,0,4.234
-0.456,1,6.89
1.234,0,3.567
-0.789,1,5.123
0.123,0,4.678
-1.456,1,8.456
0.345,0,3.89
1.123,1,7.89
-0.678,0,4.567
0.567,1,5.678
-0.345,0,3.234
1.456,1,8.123
-1.123,0,4.89
0.234,1,6.789
-0.567,0,3.456
1.345,1,7.678
-0.234,0,4.234
0.678,1,5.89
-1.345,0,3.678
0.89,1,6.123
-0.123,0,4.678
0.456,1,5.456
-1.234,0,3.89
0.789,1,6.789
-0.456,0,4.567
1.234,1,7.89
-0.789,0,3.234
0.123,1,5.678
-1.456,0,4.89
0.345,1,6.123
1.123,0,3.456
-0.678,1,5.89
0.567,0,4.678
-0.345,1,6.789
1.456,0,3.89
-1.123,1,7.678
0.234,0,4.567
-0.567,1,5.456
1.345,0,3.234
-0.234,1,6.89
0.678,0,4.89
-1.345,1,8.123
0.89,0,3.678
-0.123,1,5.678
0.456,0,4.234
-1.234,1,6.789
0.789,0,3.456
-0.456,1,5.89
1.234,0,4.678
-0.789,1,7.123
0.123,0,3.89
-1.456,1,8.456
0.345,0,4.567
1.123,1,6.123
-0.678,0,3.234
0.567,1,5.678
-0.345,0,4.89
1.456,1,7.89
-1.123,0,3.678
0.234,1,5.456
-0.567,0,4.234
1.345,1,6.789
-0.234,0,3.89
0.678,1,5.123
-1.345,0,4.678
0.89,1,6.89
-0.123,0,3.456
0.456,1,5.678
-1.234,0,4.89
0.789,1,7.123
-0.456,0,3.234
1.234,1,6.456
-0.789,0,4.567
0.123,1,5.89
-1.456,0,3.678
0.345,1,6.123
1.123,0,4.89
-0.678,1,5.456
0.567,0,3.234
-0.345,1,6.789
1.456,0,4.678
-1.123,1,7.89
0.234,0,3.89
-0.567,1,5.678
1.345,0,4.89
-0.234,1,6.123
0.678,0,3.456
-1.345,1,8.456
0.89,0,4.567
-0.123,1,5.89
0.456,0,3.678
-1.234,1,6.789
0.789,0,4.234
-0.456,1,5.123
1.234,0,3.89
-0.789,1,7.678
0.123,0,4.678
-1.456,1,8.123
0.345,0,3.456
1.123,1,6.89
-0.678,0,4.567
0.567,1,5.678
-0.345,0,3.234
1.456,1,7.89
-1.123,0,4.89
0.234,1,5.456
-0.567,0,3.678
1.345,1,6.123
-0.234,0,4.678
0.678,1,5.89
-1.345,0,3.456
0.89,1,6.789
-0.123,0,4.89
0.456,1,5.678
-1.234,0,3.234
0.789,1,6.123
-0.456,0,4.567
1.234,1,7.89
-0.789,0,3.89
0.123,1,5.456
-1.456,0,4.678
0.345,1,6.789
1.123,0,3.678
-0.678,1,5.89
0.567,0,4.89
-0.345,1,6.123
1.456,0,3.456
-1.123,1,7.678
0.234,0,4.567
-0.567,1,5.678
1.345,0,3.89
-0.234,1,6.89
0.678,0,4.234
-1.345,1,8.123
0.89,0,3.678
-0.123,1,5.456
0.456,0,4.89
-1.234,1,6.789
0.789,0,3.456
-0.456,1,5.678
1.234,0,4.567
-0.789,1,7.89
0.123,0,3.89
-1.456,1,8.456
0.345,0,4.678
1.123,1,6.123
-0.678,0,3.234
0.567,1,5.89
-0.345,0,4.89
1.456,1,7.678
-1.123,0,3.678
0.234,1,5.456
-0.567,0,4.234
1.345,1,6.789
-0.234,0,3.89
0.678,1,5.123
-1.345,0,4.678
0.89,1,6.89
-0.123,0,3.456
0.456,1,5.678
-1.234,0,4.89
0.789,1,7.123
-0.456,0,3.234
1.234,1,6.456
-0.789,0,4.567
0.123,1,5.89
-1.456,0,3.678
0.345,1,6.123
1.123,0,4.89
-0.678,1,5.456
0.567,0,3.234
-0.345,1,6.789
1.456,0,4.678
-1.123,1,7.89
0.234,0,3.89
-0.567,1,5.678
1.345,0,4.89
-0.234,1,6.123
0.678,0,3.456
-1.345,1,8.456
0.89,0,4.567
-0.123,1,5.89
0.456,0,3.678
-1.234,1,6.789
0.789,0,4.234
-0.456,1,5.123
1.234,0,3.89
-0.789,1,7.678
0.123,0,4.678
-1.456,1,8.123
0.345,0,3.456
1.123,1,6.89
-0.678,0,4.567
0.567,1,5.678
-0.345,0,3.234
1.456,1,7.89
-1.123,0,4.89
0.234,1,5.456
-0.567,0,3.678
1.345,1,6.123
-0.234,0,4.678
0.678,1,5.89
-1.345,0,3.456
0.89,1,6.789
-0.123,0,4.89
0.456,1,5.678
-1.234,0,3.234
0.789,1,6.123
-0.456,0,4.567
1.234,1,7.89
-0.789,0,3.89
0.123,1,5.456
-1.456,0,4.678
0.345,1,6.789
1.123,0,3.678
-0.678,1,5.89
0.567,0,4.89
-0.345,1,6.123
1.456,0,3.456
-1.123,1,7.678
0.234,0,4.567
-0.567,1,5.678
1.345,0,3.89
-0.234,1,6.89
0.678,0,4.234
-1.345,1,8.123
0.89,0,3.678
-1.234,1,6.874
0.456,0,3.215
1.123,1,8.456
-0.789,0,2.678
0.345,1,7.123
-1.456,0,1.789
0.678,1,9.012
1.234,1,10.345
-0.123,0,2.456
0.987,1,8.789
-1.345,0,1.234
0.567,1,7.456
1.456,1,9.678
-0.678,0,2.345
0.234,1,6.789
-1.012,0,1.567
0.89,1,8.123
1.345,1,10.678
-0.456,0,2.789
0.123,1,5.678
-1.5,0,1.89
0.456,1,7.345
1.012,1,9.456
-0.234,0,2.123
0.789,1,8.012
-1.123,0,1.678
0.345,1,6.456
1.5,1,10.123
-0.89,0,2.678
0.567,1,7.89
-1.456,0,1.234
0.678,1,8.345
1.234,1,9.678
-0.123,0,2.456
0.987,1,7.123
-1.345,0,1.89
0.89,1,8.678
1.456,1,10.456
-0.678,0,2.345
0.234,1,6.789
-1.012,0,1.567
0.456,1,7.456
1.345,1,9.012
-0.456,0,2.789
0.123,1,5.678
-1.5,0,1.89
0.678,1,8.123
1.012,1,10.678
-0.789,0,2.345
0.345,1,6.789
-1.234,0,1.234
0.89,1,7.456
1.5,1,9.678
-0.123,0,2.456
0.567,1,8.012
-1.345,0,1.678
0.234,1,6.456
1.456,1,10.123
-0.89,0,2.678
0.678,1,7.89
-1.012,0,1.234
0.456,1,6.789
1.234,1,9.456
-0.678,0,2.345
0.987,1,8.345
-1.5,0,1.89
0.89,1,7.123
1.345,1,10.678
-0.456,0,2.789
0.123,1,5.678
-1.234,0,1.567
0.678,1,8.678
1.012,1,9.012
-0.789,0,2.456
0.345,1,6.789
-1.345,0,1.89
0.456,1,7.456
1.5,1,10.123
-0.123,0,2.678
0.567,1,8.012
-1.5,0,1.234
0.89,1,6.456
1.234,1,9.678
-0.456,0,2.345
0.678,1,7.89
-1.012,0,1.567
0.234,1,6.789
1.345,1,10.678
-0.89,0,2.789
0.987,1,8.123
-1.345,0,1.89
0.89,1,7.456
1.456,1,9.012
-0.678,0,2.456
0.123,1,5.678
-1.234,0,1.678
0.678,1,8.345
1.012,1,10.123
-0.789,0,2.678
0.345,1,6.789
-1.5,0,1.89
0.456,1,7.89
1.234,1,9.678
-0.123,0,2.345
0.567,1,8.012
-1.345,0,1.234
0.89,1,6.456
1.5,1,10.678
-0.456,0,2.789
0.678,1,7.123
-1.012,0,1.567
0.234,1,6.789
1.345,1,9.012
-0.89,0,2.678
0.987,1,8.678
-1.234,0,1.89
0.89,1,7.456
1.456,1,10.123
-0.678,0,2.345
0.123,1,5.678
-1.5,0,1.567
0.678,1,8.345
1.012,1,9.678
-0.789,0,2.789
0.345,1,6.789
-1.345,0,1.89
0.456,1,7.89
1.234,1,10.123
-0.123,0,2.456
0.567,1,8.012
-1.5,0,1.234
0.89,1,6.456
1.345,1,9.678
-0.456,0,2.678
0.678,1,7.123
-1.012,0,1.567
0.234,1,6.789
1.456,1,10.678
-0.89,0,2.789
0.987,1,8.123
-1.345,0,1.89
0.89,1,7.456
1.5,1,9.012
-0.678,0,2.345
0.123,1,5.678
-1.234,0,1.678
0.678,1,8.345
1.012,1,10.123
-0.789,0,2.678
0.345,1,6.789
-1.5,0,1.89
0.456,1,7.89
1.234,1,9.678
-0.123,0,2.456
0.567,1,8.012
-1.345,0,1.234
0.89,1,6.456
1.5,1,10.678
-0.456,0,2.789
