X,A,y
-0.123,0,2.456
0.678,1,6.789
-1.345,0,1.234
0.456,1,6.456
1.234,1,8.789
-0.789,0,1.456
0.567,1,6.123
-1.5,0,0.789
0.123,1,5.456
1.5,1,9.012
-0.678,0,1.234
0.789,1,7.456
-1.234,0,1.345
0.456,1,6.789
1.345,1,8.456
-0.345,0,1.678
0.678,1,6.123
-1.5,0,0.789
0.234,1,5.789
1.234,1,8.789
-0.789,0,1.234
0.456,1,6.456
-1.234,0,1.345
0.567,1,6.123
1.5,1,9.456
-0.678,0,1.678
0.789,1,7.123
-1.456,0,0.567
0.345,1,5.678
1.5,1,8.123
-0.123,0,2.456
0.678,1,6.789
-1.345,0,1.234
0.456,1,6.456
1.234,1,8.789
-0.789,0,1.456
0.567,1,6.123
-1.5,0,0.789
0.123,1,5.456
1.5,1,9.012
-0.678,0,1.234
0.789,1,7.456
-1.234,0,1.345
0.456,1,6.789
1.345,1,8.456
-0.345,0,1.678
0.678,1,6.123
-1.5,0,0.789
0.234,1,5.789
1.234,1,8.789
-0.789,0,1.234
0.456,1,6.456
-1.234,0,1.345
0.567,1,6.123
1.5,1,9.456
-0.678,0,1.678
0.789,1,7.123
-1.456,0,0.567
0.345,1,5.678
1.5,1,8.123
-0.123,0,2.456
0.678,1,6.789
-1.345,0,1.234
0.456,1,6.456
1.234,1,8.789
-0.789,0,1.456
0.567,1,6.123
-1.5,0,0.789
0.123,1,5.456
1.5,1,9.012
-0.678,0,1.234
0.789,1,7.456
-1.234,0,1.345
0.456,1,6.789
1.345,1,8.456
-0.345,0,1.678
0.678,1,6.123
-1.5,0,0.789
0.234,1,5.789
1.234,1,8.789
-0.789,0,1.234
0.456,1,6.456
-1.234,0,1.345
0.567,1,6.123
1.5,1,9.456
-0.678,0,1.678
0.789,1,7.123
-1.456,0,0.567
0.345,1,5.678
1.5,1,8.123
-0.123,0,2.456
0.678,1,6.789
-1.345,0,1.234
0.456,1,6.456
1.234,1,8.789
-0.789,0,1.456
0.567,1,6.123
-1.5,0,0.789
0.123,1,5.456
1.5,1,9.012
-0.678,0,1.234
0.789,1,7.456
-1.234,0,1.345
0.456,1,6.789
1.345,1,8.456
-0.345,0,1.678
0.678,1,6.123
-1.5,0,0.789
0.234,1,5.789
1.234,1,8.789
-0.789,0,1.234
0.456,1,6.456
-1.234,0,1.345
0.567,1,6.123
1.5,1,9.456
-0.678,0,1.678
0.789,1,7.123
-1.456,0,0.567
0.345,1,5.678
1.5,1,8.123
-0.123,0,2.456
0.678,1,6.789
-1.345,0,1.234
0.456,1,6.456
1.234,1,8.789
-0.789,0,1.456
0.567,1,6.123
-1.5,0,0.789
0.123,1,5.456
1.5,1,9.012
-0.678,0,1.234
0.789,1,7.456
-1.234,0,1.345
0.456,1,6.789
1.345,1,8.456
-0.345,0,1.678
0.678,1,6.123
-1.5,0,0.789
0.234,1,5.789
1.234,1,8.789
-0.789,0,1.234
0.456,1,6.456
-1.234,0,1.345
0.567,1,6.123
1.5,1,9.456
-0.678,0,1.678
0.789,1,7.123
-0.123456,0,3.456789
0.234567,1,5.678901
-1.234567,0,2.345678
1.345678,1,6.789012
0.456789,1,4.56789
-0.56789,0,3.123456
1.234567,1,7.890123
-0.678901,0,2.456789
0.789012,1,5.123456
-1.345678,0,2.678901
0.123456,1,4.890123
-0.234567,0,3.56789
1.456789,1,6.123456
-0.345678,0,2.789012
0.56789,1,5.678901
-1.456789,0,2.345678
1.5,1,7.012345
-0.456789,0,3.890123
0.678901,1,5.456789
-1.5,0,2.678901
1.5,1,7.123456
-0.56789,0,3.234567
0.789012,1,5.890123
-1.5,0,2.456789
1.5,1,7.678901
-0.678901,0,3.56789
0.890123,1,5.123456
-1.5,0,2.789012
1.5,1,7.890123
-0.789012,0,3.456789
0.901234,1,5.678901
-1.5,0,2.345678
1.5,1,7.012345
-0.890123,0,3.890123
0.012345,1,4.56789
-1.5,0,2.678901
1.012345,1,6.123456
-0.123456,0,3.234567
0.234567,1,5.890123
-1.012345,0,2.456789
1.234567,1,7.678901
-0.234567,0,3.56789
0.345678,1,5.123456
-1.234567,0,2.789012
1.345678,1,6.890123
-0.345678,0,3.456789
0.456789,1,5.678901
-1.345678,0,2.345678
1.456789,1,7.012345
-0.456789,0,3.890123
0.56789,1,5.890123
-1.456789,0,2.678901
1.5,1,6.123456
-0.56789,0,3.234567
0.678901,1,5.678901
-1.5,0,2.789012
1.5,1,7.890123
-0.678901,0,3.456789
0.789012,1,5.123456
-1.5,0,2.456789
1.5,1,6.789012
-0.789012,0,3.56789
0.890123,1,5.678901
-1.5,0,2.345678
1.5,1,7.012345
-0.890123,0,3.890123
0.901234,1,5.890123
-1.5,0,2.678901
1.5,1,6.123456
-0.901234,0,3.234567
0.012345,1,4.56789
-1.5,0,2.456789
1.012345,1,6.890123
-0.123456,0,3.56789
0.234567,1,5.123456
-1.012345,0,2.789012
1.234567,1,7.678901
-0.234567,0,3.456789
0.345678,1,5.678901
-1.234567,0,2.345678
1.345678,1,6.123456
-0.345678,0,3.890123
0.456789,1,5.890123
-1.345678,0,2.678901
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.678901
-1.456789,0,2.789012
1.5,1,6.890123
-0.56789,0,3.456789
0.678901,1,5.123456
-1.5,0,2.456789
1.5,1,7.678901
-0.678901,0,3.56789
0.789012,1,5.890123
-1.5,0,2.345678
1.5,1,6.123456
-0.789012,0,3.890123
0.890123,1,5.678901
-1.5,0,2.678901
1.5,1,7.012345
-0.890123,0,3.234567
0.901234,1,5.890123
-1.5,0,2.456789
1.5,1,6.890123
-0.901234,0,3.56789
0.012345,1,4.56789
-1.5,0,2.789012
1.012345,1,6.123456
-0.123456,0,3.890123
0.234567,1,5.678901
-1.012345,0,2.345678
1.234567,1,7.678901
-0.234567,0,3.56789
0.345678,1,5.123456
-1.234567,0,2.678901
1.345678,1,6.890123
-0.345678,0,3.456789
0.456789,1,5.678901
-1.345678,0,2.789012
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.890123
-1.456789,0,2.456789
1.5,1,6.123456
-0.56789,0,3.56789
0.678901,1,5.678901
-1.5,0,2.345678
1.5,1,7.890123
-0.678901,0,3.890123
0.789012,1,5.123456
-1.5,0,2.678901
1.5,1,6.789012
-0.789012,0,3.456789
0.890123,1,5.678901
-1.5,0,2.345678
1.5,1,7.012345
-0.890123,0,3.890123
0.901234,1,5.890123
-1.5,0,2.678901
1.5,1,6.123456
-0.901234,0,3.234567
0.012345,1,4.56789
-1.5,0,2.456789
1.012345,1,6.890123
-0.123456,0,3.56789
0.234567,1,5.123456
-1.012345,0,2.789012
1.234567,1,7.678901
-0.234567,0,3.456789
0.345678,1,5.678901
-1.234567,0,2.345678
1.345678,1,6.123456
-0.345678,0,3.890123
0.456789,1,5.890123
-1.345678,0,2.678901
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.678901
-1.456789,0,2.789012
1.5,1,6.890123
-0.56789,0,3.456789
0.678901,1,5.123456
-1.5,0,2.456789
1.5,1,7.678901
-0.678901,0,3.56789
0.789012,1,5.890123
-1.5,0,2.345678
1.5,1,6.123456
-0.789012,0,3.890123
0.890123,1,5.678901
-1.5,0,2.678901
1.5,1,7.012345
-0.890123,0,3.234567
0.901234,1,5.890123
-1.5,0,2.456789
1.5,1,6.890123
-0.901234,0,3.56789
0.012345,1,4.56789
-1.5,0,2.789012
1.012345,1,6.123456
-0.123456,0,3.890123
0.234567,1,5.678901
-1.012345,0,2.345678
1.234567,1,7.678901
-0.234567,0,3.56789
0.345678,1,5.123456
-1.234567,0,2.678901
1.345678,1,6.890123
-0.345678,0,3.456789
0.456789,1,5.678901
-1.345678,0,2.789012
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.890123
-1.456789,0,2.456789
1.5,1,6.123456
-0.56789,0,3.56789
0.678901,1,5.678901
-1.5,0,2.345678
1.5,1,7.890123
-0.678901,0,3.890123
0.789012,1,5.123456
-1.5,0,2.678901
1.5,1,6.789012
-0.789012,0,3.456789
0.890123,1,5.678901
-1.5,0,2.345678
1.5,1,7.012345
-0.890123,0,3.890123
0.901234,1,5.890123
-1.5,0,2.678901
1.5,1,6.123456
-0.901234,0,3.234567
0.012345,1,4.56789
-1.5,0,2.456789
1.012345,1,6.890123
-0.123456,0,3.56789
0.234567,1,5.123456
-1.012345,0,2.789012
1.234567,1,7.678901
-0.234567,0,3.456789
0.345678,1,5.678901
-1.234567,0,2.345678
1.345678,1,6.123456
-0.345678,0,3.890123
0.456789,1,5.890123
-1.345678,0,2.678901
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.678901
-1.456789,0,2.789012
1.5,1,6.890123
-0.56789,0,3.456789
0.678901,1,5.123456
-1.5,0,2.456789
1.5,1,7.678901
-0.678901,0,3.56789
0.789012,1,5.890123
-1.5,0,2.345678
1.5,1,6.123456
-0.789012,0,3.890123
0.890123,1,5.678901
-1.5,0,2.678901
1.5,1,7.012345
-0.890123,0,3.234567
0.901234,1,5.890123
-1.5,0,2.456789
1.5,1,6.890123
-0.901234,0,3.56789
0.012345,1,4.56789
-1.5,0,2.789012
1.012345,1,6.123456
-0.123456,0,3.890123
0.234567,1,5.678901
-1.012345,0,2.345678
1.234567,1,7.678901
-0.234567,0,3.56789
0.345678,1,5.123456
-1.234567,0,2.678901
1.345678,1,6.890123
-0.345678,0,3.456789
0.456789,1,5.678901
-1.345678,0,2.789012
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.890123
-1.456789,0,2.456789
1.5,1,6.123456
-0.56789,0,3.56789
0.678901,1,5.678901
-1.5,0,2.345678
1.5,1,7.890123
-0.678901,0,3.890123
0.789012,1,5.123456
-1.5,0,2.678901
1.5,1,6.789012
-0.789012,0,3.456789
0.890123,1,5.678901
-1.5,0,2.345678
1.5,1,7.012345
-0.890123,0,3.890123
0.901234,1,5.890123
-1.5,0,2.678901
1.5,1,6.123456
-0.901234,0,3.234567
0.012345,1,4.56789
-1.5,0,2.456789
1.012345,1,6.890123
-0.123456,0,3.56789
0.234567,1,5.123456
-1.012345,0,2.789012
1.234567,1,7.678901
-0.234567,0,3.456789
0.345678,1,5.678901
-1.234567,0,2.345678
1.345678,1,6.123456
-0.345678,0,3.890123
0.456789,1,5.890123
-1.345678,0,2.678901
1.456789,1,7.012345
-0.456789,0,3.234567
0.56789,1,5.678901
-1.456789,0,2.789012
1.5,1,6.890123
-0.56789,0,3.456789
0.678901,1,5.123456
-1.5,0,2.456789
1.5,1,7.678901
-0.678901,0,3.56789
0.789012,1,5.890123
-1.5,0,2.345678
1.5,1,6.123456
-0.789012,0,3.890123
0.890123,1,5.678901
-1.5,0,2.678901
1.5,1,7.012345
-0.890123,0,3.234567
0.901234,1,5.890123
-1.5,0,2.0
-1.231,0,-0.197
-0.456,1,5.123
0.789,1,6.345
1.234,1,8.456
-0.987,0,1.234
0.567,1,4.678
-1.345,0,-1.234
0.123,1,3.456
1.456,1,7.89
-0.678,0,0.567
0.345,1,4.123
-1.123,0,-0.456
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.678
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.678
0.456,1,4.567
-1.012,0,-0.789
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.234
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.456
0.567,1,4.89
-1.234,0,-0.678
1.456,1,8.456
-0.678,0,0.789
0.123,1,3.456
1.5,1,9.012
-0.456,0,1.234
0.345,1,4.123
-1.345,0,-1.456
1.012,1,6.789
-0.234,0,0.678
0.89,1,5.456
-1.456,0,-0.789
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.123
0.456,1,4.567
-1.012,0,-1.234
1.5,1,8.123
-0.789,0,0.456
0.234,1,3.789
-1.5,0,-0.678
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.456
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-0.789
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-1.234
1.012,1,6.789
-0.234,0,0.678
0.89,1,5.456
-1.456,0,-0.789
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.123
0.456,1,4.567
-1.012,0,-1.456
1.5,1,8.123
-0.789,0,0.456
0.234,1,3.789
-1.5,0,-0.678
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-0.789
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-1.234
1.012,1,6.789
-0.234,0,0.678
0.89,1,5.456
-1.456,0,-0.789
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.123
0.456,1,4.567
-1.012,0,-1.456
1.5,1,8.123
-0.789,0,0.456
0.234,1,3.789
-1.5,0,-0.678
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-0.789
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-1.234
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.456
1.5,1,9.012
-0.456,0,0.678
0.345,1,4.123
-1.345,0,-0.789
1.012,1,6.789
-0.234,0,1.678
0.89,1,5.456
-1.456,0,-1.234
0.678,1,4.89
1.345,1,7.123
-0.567,0,0.456
0.456,1,4.567
-1.012,0,-0.678
1.5,1,8.123
-0.789,0,0.123
0.234,1,3.789
-1.5,0,-1.456
0.89,1,5.678
1.123,1,7.456
-0.345,0,0.789
0.567,1,4.89
-1.234,0,-1.234
1.456,1,8.456
-0.678,0,1.234
0.123,1,3.0
-0.123456,0,2.345678
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
-0.123456,0,1.789012
0.987654,1,5.678901
-1.234567,0,1.234567
0.456789,1,4.56789
1.345678,1,6.789012
-0.987654,0,2.456789
0.234567,1,3.456789
-1.345678,0,1.678901
0.678901,1,5.123456
-0.56789,0,2.345678
1.234567,1,6.123456
-0.345678,0,1.789012
0.123456,1,3.678901
-1.456789,0,1.234567
0.789012,1,5.678901
-0.678901,0,2.456789
1.456789,1,6.789012
-0.234567,0,1.345678
0.345678,1,4.56789
-1.5,0,1.678901
0.56789,1,5.123456
-0.789012,0,2.345678
1.5,1,6.123456
